;signatur;geschaftstyp;partei;urheber;titel;beginn_datum;ende;schwerpunkt;geschaft;status;jahr;themes;pdf_file_url;content
1080;21.5374;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Staatspräsidenten in Basel;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111021;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394370.pdf;tbd
1081;21.5373;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Statistisches Amt und seine perfekten Mitarbeiter;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111020;A;2021;Verwaltung|Klima & Luft;https://grosserrat.bs.ch/dokumente/100394/000000394369.pdf;tbd
1082;21.5363;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend gemeinsam Basel gestalten;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111010;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394359.pdf;tbd
1083;21.5359;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Gross-Kunden-Rabatt bei der Basler Regierung;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111005;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394354.pdf;tbd
1084;21.5358;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Basler Hotelgäste sollen Fähri-Gutschein wieder erhalten;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111004;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394353.pdf;tbd
1085;21.5334;Schriftliche Anfrage;Grüne;Thommen, Oliver;Schriftliche Anfrage Oliver Thommen betreffend Klimafussabdruck-Studie des JSD;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111000;A;2021;Verwaltung|Klima & Luft;https://grosserrat.bs.ch/dokumente/100394/000000394349.pdf;tbd
1086;21.5324;Schriftliche Anfrage;;Messerli, Beatrice;Schriftliche Anfrage Beatrice Messerli betreffend Umgang mit stark verhaltensauffälligen Kindern und Jugendlichen an den Basler Volksschulen;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110983;A;2021;Volksschulen & Tagesbetreuung|Kinder, Jugendliche & Familien;https://grosserrat.bs.ch/dokumente/100394/000000394207.pdf;tbd
1087;21.532;Anzug;SP;Gölgeli, Edibe;Anzug Edibe Gölgeli und Konsorten betreffend Offenlegung der Finanzierung von Parteien und Wahl- und Abstimmungskomitees;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110980;B;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394204.pdf;tbd
1088;21.5319;Motion;Grüne;Thiriet, Jérôme;Motion Jérôme Thiriet und Konsorten betreffend Winterdienst auf Trottoirs ist Staatsaufgabe!;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110979;B;2021;Fussverkehr|Gestaltung & Infrastruktur;https://grosserrat.bs.ch/dokumente/100394/000000394203.pdf;tbd
1089;21.5312;Schriftliche Anfrage;Grüne;Friedl, Harald;Schriftliche Anfrage Harald Friedl betreffend Stadttaubenmanagement im Kanton Basel-Stadt;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110969;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394171.pdf;tbd
1090;21.5311;Interpellation;VA;Weber, Eric;Interpellation Nr. 52 Eric Weber betreffend schönes Leben als Grossrat und was ist anders (als Grossrat) im Vergleich zum Normalbürger?;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110968;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394118.pdf;tbd
1091;21.531;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 51 Beat K. Schaller betreffend Logistik und Siedlungsentwicklung auf dem Areal Wolf;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110967;A;2021;Areale & Quartiere|Schifffahrt, Flug- & Güterverkehr;https://grosserrat.bs.ch/dokumente/100394/000000394117.pdf;tbd
1092;21.5302;Anzug;LDP;Hug, Michael;Anzug Michael Hug und Konsorten betreffend Start-up Hub im Stadtzentrum;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110960;B;2021;Privatwirtschaft & Standort|Raumplanung;https://grosserrat.bs.ch/dokumente/100394/000000394110.pdf;tbd
1093;21.53;Anzug;LDP;Strahm-Lavanchy, Nicole;Anzug Nicole Strahm-Lavanchy und Konsorten betreffend Lade-Strom für Elektroautos aus der Tram-Oberleitung;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110958;A;2021;Motorisierter Individualverkehr|Öffentlicher Verkehr;https://grosserrat.bs.ch/dokumente/100394/000000394108.pdf;tbd
1094;21.5299;Anzug;GLP;Bothe-Wenk, Sandra;Anzug Sandra Bothe und Konsorten betreffend fit durch Weiterbildung auf dem Arbeitsmarkt;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110957;B;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394107.pdf;tbd
1095;21.5298;Anzug;;Sigirci, Mehmet;Anzug Mehmet Sigirci und Konsorten betreffend Vollzug des persönlichen Verkehrs des nicht obhutsberechtigten Elternteils;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110956;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394106.pdf;tbd
1096;21.5297;Anzug;Grüne;Fuhrer, Raphael;Anzug Raphael Fuhrer und Konsorten betreffend praktische und sichere digitale Infrastruktur für Kommissionen und Fraktionen;2021-05-19;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110955;A;2021;Parlament & Regierung|Kommunikationsinfrastruktur;https://grosserrat.bs.ch/dokumente/100394/000000394105.pdf;tbd
1097;21.5293;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Corona;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110951;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394101.pdf;tbd
1098;21.5291;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Basler Gäste von der Basler Regierung;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110949;A;2021;Parlament & Regierung|Künste & Unterhaltung;https://grosserrat.bs.ch/dokumente/100394/000000394099.pdf;tbd
1099;21.529;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Liefersperre der iwb;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110948;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394098.pdf;tbd
1100;21.5289;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Versicherungs-Firma vom Kanton BS;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110947;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394097.pdf;tbd
1101;21.5277;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Diplomaten Ausweis für die Basler Regierung;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110935;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394085.pdf;tbd
1102;21.5268;Interpellation;SP;Perret, Jean-Luc;Interpellation Nr. 46 Jean-Luc Perret betreffend Basler Hausärzteschaft bei den Covid-Impfungen vergessen?;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110926;A;2021;;https://grosserrat.bs.ch/dokumente/100394/000000394069.pdf;tbd
1103;21.524;Petition;;;"Petition P430 ""Kein Betteln mit Tieren auf Basels Strassen""";2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110897;A;2021;Nutzung & Regulierung|Bevölkerungsschutz;https://grosserrat.bs.ch/dokumente/100394/000000394017.pdf;tbd
1104;21.5235;Anzug;SP;Mattmüller, Georg;Anzug Georg Mattmüller und Konsorten betreffend neue BVB-Trams für die Zukunft von Basel;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110893;B;2021;Öffentlicher Verkehr|Menschen mit Behinderung;https://grosserrat.bs.ch/dokumente/100393/000000393902.pdf;tbd
1105;21.523;Anzug;SP;Baumgartner, Beda;Anzug Beda Baumgartner und Konsorten betreffend Information von Beziehenden von Langzeitnothilfe;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110888;B;2021;Sozialhilfe|Migration & Integration;https://grosserrat.bs.ch/dokumente/100393/000000393896.pdf;tbd
1106;21.5229;Anzug;SVP;Thüring, Joël;Anzug Joël Thüring und Konsorten betreffend Verzicht auf Stellungnahmen bei Vernehmlassungen NICHT als Zustimmung werten;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110887;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393895.pdf;tbd
1107;21.5227;Schriftliche Anfrage;BastA!;Mück, Heidi;Schriftliche Anfrage Heidi Mück betreffend Stromanschlüsse für Schiffe im Basler Rheinhafen - Umsetzung Massnahme des Luftreinhalteplans 2016;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110885;A;2021;Schifffahrt, Flug- & Güterverkehr|Klima & Luft;https://grosserrat.bs.ch/dokumente/100393/000000393893.pdf;tbd
1108;21.5218;Interpellation;VA;Weber, Eric;Interpellation Nr. 37 Eric Weber betreffend höhere Wahlbeteiligung in Basel;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110884;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393885.pdf;tbd
1109;21.5217;Interpellation;FDP;Bucher, Erich;"Interpellation Nr. 36 Erich Bucher betreffend so genanntem ""Phantomspital"" an der Gellertstrasse auf der neuen Spitalliste";2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110883;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393884.pdf;tbd
1110;21.5222;Anzug;SP;Perret, Jean-Luc;Anzug Jean-Luc Perret und Konsorten betreffend einer autoverkehrsfreien Kreuzung Bankverein;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110882;B;2021;Motorisierter Individualverkehr|Fussverkehr;https://grosserrat.bs.ch/dokumente/100393/000000393883.pdf;tbd
1111;21.522;Anzug;LDP;von Falkenstein, Annina;Anzug Annina von Falkenstein und Konsorten betreffend Nachholbildungsmöglichkeiten bei Defiziten in den Grundkompetenzen Lesen, Schreiben und Rechnen;2021-04-14;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110880;B;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393881.pdf;tbd
1112;21.5226;Schriftliche Anfrage;EVP;Hochuli, Christoph;Schriftliche Anfrage Christoph Hochuli betreffend Fundgegenstände gehören ins Fundbüro;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110878;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393855.pdf;tbd
1113;21.5223;Schriftliche Anfrage;Grüne;Thommen, Oliver;Schriftliche Anfrage Oliver Thommen betreffend Massnahmen bei hohen Schadstoff-Belastungen;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110877;A;2021;Gesundheitsförderung|Klima & Luft;https://grosserrat.bs.ch/dokumente/100393/000000393832.pdf;tbd
1114;21.521;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend offene Grenzen;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110872;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393825.pdf;tbd
1115;21.5196;Interpellation;SP;Brandenburger, Jessica;Interpellation Nr. 35 Jessica Brandenburger betreffend der Situation von Sexarbeiter*innen in Basel- Stadt während der Corona Pandemie;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110848;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393804.pdf;tbd
1116;21.5191;Interpellation;FDP;Urgese, Luca;Interpellation Nr. 32 Luca Urgese betreffend Covid-19-bedingte Studienabbrüche verhindern;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110845;A;2021;Hochschulen & Weiterbildung|Arbeitsmarkt;https://grosserrat.bs.ch/dokumente/100393/000000393801.pdf;tbd
1117;21.5188;Interpellation;BastA!;Mück, Heidi;Interpellation Nr. 29 Heidi Mück betreffend Umgang mit Kundgebungen und Menschenansammlungen;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110842;A;2021;Politische Beteiligung|Polizei & Kriminalität;https://grosserrat.bs.ch/dokumente/100393/000000393798.pdf;tbd
1118;21.5187;Interpellation;SP;Mazzotti, Sasha;Interpellation Nr. 28 Sasha Mazzotti betreffend Covid-19 Schutzmassnahmen von Lehrpersonen;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110841;A;2021;Gesundheitsförderung|Volksschulen & Tagesbetreuung;https://grosserrat.bs.ch/dokumente/100393/000000393797.pdf;tbd
1119;21.5186;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 27 Oliver Bolliger betreffend fehlender Rückantwortkarten bei der Steuererklärung 2020;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110840;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393796.pdf;tbd
1120;21.5175;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 23 Joël Thüring betreffend der Corona-Bekämpfungsstrategie im Kanton nach dem lmpfdosenbeschaffungs-Versagen des Eidg. Departement des Innern;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110836;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393788.pdf;tbd
1121;21.5167;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend sind Grossräte Staatsangestellte?;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110824;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393754.pdf;tbd
1122;21.5164;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Saarländischer Rundfunk in Basel;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110822;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393752.pdf;tbd
1123;21.5174;Schriftliche Anfrage;BastA!;Bolliger, Oliver;Schriftliche Anfrage Oliver Bolliger betreffend unerwünschter Verlagerungseffekte von der IV zur Sozialhilfe;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110821;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393751.pdf;tbd
1124;21.5172;Interpellation;;Trachsel, David;Interpellation Nr. 21 David Trachsel betreffend ein vernünftiges Basel, dass sich für Lockerungen der Corona-Politik stark macht;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110819;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393749.pdf;tbd
1125;21.5162;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend welche Journalisten wurden nach Basel eingeladen;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110817;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393747.pdf;tbd
1126;21.5157;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Grossräte die im Ausland leben;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110813;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393743.pdf;tbd
1127;21.5148;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Löschschaum der Feuerwehr Basel - ist dieser gefährlich?;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110806;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393736.pdf;tbd
1128;21.5147;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend der Bordkläranlagen bei den Schiffen in Basel;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110805;A;2021;Schifffahrt, Flug- & Güterverkehr|Boden & Wasser;https://grosserrat.bs.ch/dokumente/100393/000000393735.pdf;tbd
1129;21.5146;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Güterzüge, die durch den Badischen Bahnhof rauschen;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110804;A;2021;Schifffahrt, Flug- & Güterverkehr|Grenzüberschreitende Zusammenarbeit;https://grosserrat.bs.ch/dokumente/100393/000000393734.pdf;tbd
1130;21.5145;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Tempoberuhigung;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110803;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393733.pdf;tbd
1131;21.5143;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend grosse Corona-Anfrage;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110801;A;2021;Gesundheitsförderung|Staatsfinanzen;https://grosserrat.bs.ch/dokumente/100393/000000393731.pdf;tbd
1132;21.5139;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Autokennzeichen BS und mit Hauptwohnsitz im Kanton Jura - ist das erlaubt?;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110798;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393728.pdf;tbd
1133;21.5137;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Kosten für Passagierschiffe in Basel;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110796;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393726.pdf;tbd
1134;21.5113;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend BVB-Kontrolleure werden zum Gespött;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110784;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393714.pdf;tbd
1135;21.5112;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Coming out von Grossräten und Regierungsräten;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110783;A;2021;Parlament & Regierung|Gleichstellung der Geschlechter;https://grosserrat.bs.ch/dokumente/100393/000000393713.pdf;tbd
1136;21.5102;Anzug;;Stöcklin, Jürg;Anzug Jürg Stöcklin und Konsorten betreffend der Reduktion von klimaschädlichem Zement und Beton im Kanton Basel-Stadt;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110777;B;2021;Klima & Luft|Raumplanung;https://grosserrat.bs.ch/dokumente/100393/000000393707.pdf;tbd
1137;21.5101;Schriftliche Anfrage;SVP;Amiet, Lorenz;Schriftliche Anfrage Lorenz Amiet betreffend den neusten Entwicklungen im Rheinhafen;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110771;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393629.pdf;tbd
1138;21.5098;Anzug;Grüne;Thiriet, Jérôme;Anzug Jérôme Thiriet und Konsorten betreffend Veloverbesserungsmassnahmen zur besseren Erschliessung des Güterbahnhofs Wolf;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110759;B;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393590.pdf;tbd
1139;21.5097;Interpellation;LDP;Hettich, Daniel;Interpellation Nr. 18 Daniel Hettich betreffend Ausschreibung von Projekten trotz Krise und Home-Office-Pflicht;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110758;A;2021;Raumplanung|Arbeitsmarkt;https://grosserrat.bs.ch/dokumente/100393/000000393589.pdf;tbd
1140;21.5096;Interpellation;Mitte;Albietz, Daniel;Interpellation Nr. 17 Daniel Albietz betreffend Wiedereinbezug der Gemeinde Riehen in das Gebiet von Pick-e-Bike;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110757;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393588.pdf;tbd
1141;21.5056;Interpellation;SVP;Stumpf, Daniela;Interpellation Nr. 10 Daniela Stumpf betreffend Corona-Impfungen im Kanton Basel-Stadt;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110726;A;2021;Gesundheitsförderung|Ältere Bevölkerung;https://grosserrat.bs.ch/dokumente/100393/000000393550.pdf;tbd
1142;21.5054;Interpellation;SP;Baumgartner, Beda;Interpellation Nr. 8 Beda Baumgartner betreffend sozialökonomische Faktoren als Treiber für Covid-19;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110724;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393548.pdf;tbd
1143;21.5053;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 7 Joël Thüring betreffend Hotel-Zimmer wegen und Sozialhilfe für osteuropäische Bettlerbanden?;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110705;A;2021;Migration & Integration|Sozialhilfe;https://grosserrat.bs.ch/dokumente/100393/000000393547.pdf;tbd
1144;21.5033;Interpellation;SP;Brigger, René;Interpellation Nr. 6 René Brigger betreffend Zurückstellung der Immobilienprojekte der SBB und Auswirkungen auf Basel-Stadt;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110703;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393545.pdf;tbd
1145;21.5032;Interpellation;GLP;Sieber, Johannes;Interpellation Nr. 5 Johannes Sieber betreffend Fokus der kantonalen Gleichstellungs-Arbeit;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110702;A;2021;Gleichstellung der Geschlechter|Verwaltung;https://grosserrat.bs.ch/dokumente/100393/000000393544.pdf;tbd
1146;21.5029;Schriftliche Anfrage;Grüne;Fuhrer, Raphael;Schriftliche Anfrage Raphael Fuhrer betreffend Entwicklung der Fahrzeug-Neuwagenflotte in BS, insbesondere Kauf weniger umweltschädlicher Automodelle;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110697;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393514.pdf;tbd
1147;21.5027;Anzug;;Grossenbacher, Thomas;Anzug Thomas Grossenbacher und Konsorten für eine mehrstufigen Trinkwasseraufbereitungsanlage nach dem Vorbild der Gemeinde Muttenz für das gesamte Basler Trinkwasser;2021-03-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110695;B;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393512.pdf;tbd
1148;21.5024;Petition;;;"Petition P429 ""GlockenNachtruhe - für einen ruhigen Schlaf in Basel""";2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110689;A;2021;Lärm|Religion;https://grosserrat.bs.ch/dokumente/100393/000000393414.pdf;tbd
1149;21.5021;Anzug;;Kölliker, Sebastian;Anzug Sebastian Kölliker und Konsorten betreffend Anlaufstelle sexuelle Gesundheit;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110686;A;2021;Gesundheitsförderung|Kinder, Jugendliche & Familien;https://grosserrat.bs.ch/dokumente/100393/000000393411.pdf;tbd
1150;21.5017;Motion;;;Motion der Gesundheits- und Sozialkommission betreffend Corona-Bonus für das Gesundheitspersonal während der COVID-19-Pandemie;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110682;A;2021;Gesundheitsversorgung|Staatsfinanzen;https://grosserrat.bs.ch/dokumente/100393/000000393407.pdf;tbd
1151;21.5016;Anzug;;Hafner, Patrick;Anzug Patrick Hafner betreffend Optimierung von Anwohnerinformationen;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110681;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393406.pdf;tbd
1152;21.5015;Anzug;;Hafner, Patrick;Anzug Patrick Hafner betreffend kundenfreundliche Steuerverwaltung;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110680;A;2021;Verwaltung|Steuerpolitik;https://grosserrat.bs.ch/dokumente/100393/000000393405.pdf;tbd
1153;21.5011;Anzug;SP;Gander, Thomas;Anzug Thomas Gander und Konsorten betreffend Aufstockung der Petitionskommission auf 13 Sitze;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110677;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393402.pdf;tbd
1154;21.5009;Anzug;SP;Perret, Jean-Luc;Anzug Jean-Luc Perret und Konsorten betreffend Koordination des vorhandenen Parkraums in den bestehenden öffentlichen Parkhäusern;2021-02-03;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110675;B;2021;Parkraumbewirtschaftung|Stadtgrün;https://grosserrat.bs.ch/dokumente/100393/000000393400.pdf;tbd
1155;21.5008;Interpellation;SP;Dill, Alexandra;Interpellation Nr. 161 Alexandra Dill betreffend neue Zollrichtlinie gefährdet unsere Versorgung mit regionalen und nachhaltigen Lebensmitteln;2021-01-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110668;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393379.pdf;tbd
1156;21.5004;Interpellation;;Wenk, Kerstin;Interpellation Nr. 157 Kerstin Wenk betreffend Überschreitung der maximalen Klassengrössen;2021-01-13;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110664;A;2021;;https://grosserrat.bs.ch/dokumente/100393/000000393375.pdf;tbd
